FID,LATITUDE,LONGITUDE,MINERAL,DESCRIPTION,PURETE
1205,-11.6879524299999,12.990636467,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1206,-11.7346438079999,12.99696163,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1207,-11.7169831489999,13.006055926,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1208,-11.7174779429999,13.023979715,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1209,-11.6891190189999,13.012868521,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1210,-11.6990649309999,13.034496032,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1211,-11.6995674909999,13.051702962,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1212,-11.7111100349999,13.063317205,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1213,-11.7258611569999,13.053470753,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1214,-11.7202312789999,13.036915235,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1215,-11.7469266119999,13.063770802,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1216,-11.7146413909999,13.072679212,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1217,-11.6957414119999,13.064554418,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1218,-11.6825847819999,13.064385751,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1219,-11.6577724659999,13.061199194,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1220,-11.6321527569999,13.06373301,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1221,-11.7993170649999,13.083060891,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1222,-11.8089500009999,13.073145645,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1223,-11.8289811079999,13.050455856,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1224,-11.8539346639999,13.042876061,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1225,-11.8295565859999,13.06264802,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1226,-11.7718758209999,13.1128217,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1227,-11.8494579669999,13.049989415,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1228,-11.8381809819999,13.016880003,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1229,-11.8172688699999,12.994404306,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1230,-11.7620167049999,12.971502301,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1231,-11.7408731889999,12.967654525,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1232,-11.7005732739999,12.975746653,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1233,-11.6619919119999,12.964504005,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1234,-11.6646035709999,12.933004079,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1235,-11.6947630339999,12.917621038,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1236,-11.7391289859999,12.933230223,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1237,-11.8033305319999,12.941192951,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1238,-11.8155603039999,12.956394794,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1239,-11.7881658899999,12.984011369,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1240,-11.7850306009999,13.000457725,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1241,-11.8170951529999,13.008020715,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1242,-11.8292825909999,13.026806097,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1243,-11.8167746289999,13.033103531,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1244,-11.8245131819999,12.999510421,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1245,-11.8431283549999,12.972499845,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1246,-11.8324118639999,12.953016539,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1247,-11.7650970559999,12.959356176,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1248,-11.7154032679999,12.959450364,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1249,-11.7209006639999,12.986037778,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1250,-11.6785676489999,12.981916453,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1251,-11.6899923859999,12.946944709,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1252,-11.6465627519999,12.970755445,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1253,-11.6491095239999,12.944271925,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1254,-11.6599283259999,12.899977541,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1255,-11.6797634069999,12.89163015,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1256,-11.7400364329999,12.919623913,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1257,-11.7601955699999,12.942810384,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1258,-11.7790628939999,12.953078733,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1259,-11.8036952659999,12.969867766,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1260,-11.8354938959999,12.998211016,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1261,-11.8244847869999,12.922546746,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1262,-11.7371415389999,12.896383997,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1263,-11.7862662109999,12.911327572,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1264,-11.8033179469999,12.863155524,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1265,-11.8708174209999,12.869346324,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1266,-11.9458685489999,12.855895193,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1267,-11.9965563259999,12.89411692,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1268,-11.9458685489999,12.855895193,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1269,-11.9135216019999,12.812506525,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1270,-11.8553619089999,12.790313699,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1271,-11.8019908599999,12.823717441,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1272,-11.7378370529999,12.842638709,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1273,-11.6797634069999,12.89163015,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1274,-11.7371415389999,12.896383997,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1275,-11.7862662109999,12.911327572,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1276,-11.8445766909999,12.922790504,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1277,-11.8486117119999,12.892375759,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1278,-11.8212395949999,12.890252516,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1279,-11.8344736689999,12.854573988,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1280,-11.8347430439999,12.833073772,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1281,-11.8693023779999,12.844240103,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1282,-11.9001473839999,12.860734804,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1283,-11.8940730419999,12.914152192,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1284,-11.7648567389999,12.871642709,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1285,-11.7119497259999,12.867400232,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1286,-11.6726381689999,12.838199626,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1287,-11.7400553449999,12.812205567,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1288,-11.7930889839999,12.805690031,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1289,-11.8280452129999,12.784610349,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1290,-11.8326012049999,12.726137104,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1291,-11.8703642469999,12.758236036,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1292,-11.9174130509999,12.792839198,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1293,-11.6430122199999,12.869890256,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1294,-11.6863872709999,12.867078105,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1295,-11.7161140849999,12.828033627,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1296,-11.7727333959999,12.826943477,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1297,-11.8347430439999,12.833073772,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1298,-11.8693023779999,12.844240103,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1299,-11.9112800429999,12.846529649,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1300,-11.9126236379999,12.885971094,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1301,-11.9552158219999,12.838082498,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1302,-12.7377584019999,12.911412252,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1303,-12.7084873049999,12.914026162,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1304,-12.6753522619999,12.91277706,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1305,-12.6540048639999,12.902066889,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1306,-12.6493186129999,12.881942479,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1307,-12.6631855069999,12.858158855,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1308,-12.6711056339999,12.844840874,ETAIN,"L'étain est un métal malléable, de couleur argentée, souvent utilisé dans diverses applications industrielles. ",69.15198569061917
1309,-11.6679124509999,12.83413551,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1310,-11.6710965789999,12.823425737,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1311,-11.6590841259999,12.811328782,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1312,-11.6538293889999,12.840525845,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1313,-11.6323237939999,12.8557782,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1314,-11.6072446659999,12.865009935,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1315,-11.5850752949999,12.839043024,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1316,-11.5770087999999,12.805495922,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1317,-11.5638990669999,12.785021172,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1318,-11.5398339119999,12.764999986,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1319,-11.5162665419999,12.753344108,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1320,-11.5166013409999,12.728865507,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1321,-11.5246785759999,12.716431545,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1322,-11.5325359899999,12.720117491,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1323,-11.5474412209999,12.742407398,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1324,-11.5716020689999,12.755262646,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1325,-11.5790298809999,12.745804066,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1326,-11.5931238739999,12.738222683,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1327,-11.6198161319999,12.743940136,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1328,-11.6263490079999,12.755967785,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1329,-11.6380967269999,12.787769995,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1330,-11.6378592229999,12.805683379,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1331,-11.6399997929999,12.827807657,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1332,-11.6258131699999,12.841958752,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1333,-11.5997032839999,12.837441376,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1334,-11.6013052649999,12.808796878,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1335,-11.6163964209999,12.817949461,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1336,-11.5962853569999,12.820078578,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1337,-11.5774800499999,12.815654105,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1338,-11.5631694019999,12.793969236,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1339,-11.5797323259999,12.784032817,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1340,-11.6033385859999,12.793296089,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1341,-11.6191410019999,12.794693855,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1342,-11.6133358119999,12.773717235,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1343,-11.6031933689999,12.758656903,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1344,-11.6031933689999,12.758656903,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1345,-11.5817502669999,12.769726611,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1346,-11.5592749619999,12.767045722,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1347,-11.5533457329999,12.755622151,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1348,-11.5488679259999,12.726899729,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1349,-11.5411475439999,12.713064208,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1350,-11.5347658369999,12.735075629,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1351,-11.5164626069999,12.739015177,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1352,-11.5090331999999,12.748471451,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1353,-11.5260065989999,12.752875266,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1354,-11.5264028109999,12.768406426,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1355,-11.5463140319999,12.780611119,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1356,-11.5504936119999,12.791576236,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1357,-11.5611932669999,12.813296733,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1358,-11.5641350279999,12.819268043,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1359,-11.5699872769999,12.828884702,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1360,-11.5828108099999,12.82647273,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1361,-11.6001269429999,12.851182264,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1362,-11.6154683319999,12.841825527,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1363,-11.6254118839999,12.826426241,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1364,-11.6288914159999,12.793624452,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1365,-11.6133358119999,12.773717235,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1366,-11.5936444519999,12.790184922,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1367,-11.5886087519999,12.802660659,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1368,-11.5844786209999,12.793052143,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1369,-11.5920036959999,12.776428361,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1370,-11.6162263989999,12.785101184,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1371,-11.6333562369999,12.77815407,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1372,-11.6189619169999,12.76244255,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1373,-11.6088829749999,12.742605677,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1374,-11.5917395449999,12.750745821,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1375,-11.6006004599999,12.770567407,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1376,-11.6095023269999,12.787403541,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1377,-11.5627116769999,12.73782905,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1378,-11.5607014979999,12.751537863,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1379,-11.5536205199999,12.73532203,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1380,-11.5415533729999,12.727998549,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1381,-11.5288219689999,12.724846053,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1382,-11.5244589089999,12.73255176,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1383,-11.5279616369999,12.743346526,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1384,-11.5388042179999,12.751251823,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1385,-11.5307667269999,12.760700847,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1386,-11.5155519809999,12.761097575,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1387,-11.5090331999999,12.748471451,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1388,-11.5054464209999,12.735614575,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1389,-11.5166013409999,12.728865507,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1390,-11.5120850149999,12.711285153,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1391,-11.5232521059999,12.699365682,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1392,-11.5345064219999,12.709394452,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1393,-11.5345064219999,12.709394452,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1394,-11.5193109929999,12.708598106,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1395,-11.5112436629999,12.721591149,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1396,-11.5318145599999,12.698668844,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1397,-11.6183270049999,12.855598014,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1398,-11.6490640139999,12.832701197,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1399,-11.6558840259999,12.823232575,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1400,-11.6468278149999,12.817742202,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1401,-11.6262034359999,12.812700655,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1402,-11.6184131329999,12.803642552,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1403,-11.6033385859999,12.793296089,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1404,-11.6033385859999,12.793296089,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1405,-11.6074455329999,12.80469577,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1406,-11.6254711969999,12.776261634,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1407,-11.6292323019999,12.767948808,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1408,-11.6335856259999,12.760837845,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1409,-11.6356931519999,12.741110148,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1410,-11.6260097189999,12.735658354,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1411,-11.6096084399999,12.72978235,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1412,-11.6111968609999,12.75159336,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1413,-11.5985264159999,12.743666985,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1414,-11.5845843409999,12.739904063,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1415,-11.5751254039999,12.730001844,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1416,-11.5700024719999,12.738520912,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1417,-11.5680329139999,12.749244523,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1418,-11.5921958619999,12.762098307,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
1419,-11.5819268619999,12.756590864,FER,Le fer est un élément essentiel dans l'industrie sidérurgique.,75.12130503965162
